$ 0.001 adv

Epoch 0 sem 4.93 0.16 0.4371 time 10.21
Epoch 1 sem 3.25 0.34 0.5636 time 6.61
Epoch 2 sem 2.54 0.46 0.6218 time 5.99
Epoch 3 sem 2.10 0.54 0.6564 time 6.03
Epoch 4 sem 1.83 0.60 0.6786 time 6.23
Epoch 5 sem 1.63 0.65 0.6911 time 6.03
Epoch 6 sem 1.51 0.67 0.7036 time 6.04
Epoch 7 sem 1.42 0.69 0.7118 time 6.15
Epoch 8 sem 1.34 0.71 0.7264 time 5.98
Epoch 9 sem 1.25 0.72 0.7279 time 6.00
Epoch 10 sem 1.22 0.72 0.7357 time 6.25
Epoch 11 sem 1.15 0.74 0.7382 time 6.28
Epoch 12 sem 1.13 0.74 0.7396 time 6.46
Epoch 13 sem 1.09 0.75 0.7454 time 6.51
Epoch 14 sem 1.07 0.76 0.7468 time 5.94
Epoch 15 sem 1.03 0.76 0.7550 time 6.30
Epoch 16 sem 1.00 0.77 0.7571 time 6.74
Epoch 17 sem 0.98 0.78 0.7600 time 6.43
Epoch 18 sem 0.96 0.78 0.7614 time 6.05
Epoch 19 sem 0.93 0.78 0.7618 time 6.22
Epoch 20 sem 0.91 0.79 0.7625 time 6.49
Epoch 21 sem 0.89 0.79 0.7629 time 6.10
Epoch 22 sem 0.88 0.79 0.7704 time 6.03
Epoch 23 sem 0.86 0.80 0.7661 time 6.18
Epoch 24 sem 0.84 0.80 0.7725 time 5.85
Epoch 25 sem 0.82 0.81 0.7714 time 6.56
Epoch 26 sem 0.82 0.80 0.7714 time 5.58
Epoch 27 sem 0.80 0.81 0.7679 time 5.74
Epoch 28 sem 0.79 0.82 0.7743 time 5.58
Epoch 29 sem 0.78 0.82 0.7771 time 5.82
Epoch 30 sem 0.75 0.83 0.7764 time 6.12
Epoch 31 sem 0.75 0.83 0.7825 time 5.67
Epoch 32 sem 0.72 0.83 0.7821 time 5.94
Epoch 33 sem 0.72 0.83 0.7804 time 5.66
Epoch 34 sem 0.71 0.83 0.7804 time 5.76
Epoch 35 sem 0.69 0.84 0.7850 time 5.55
Epoch 36 sem 0.69 0.84 0.7832 time 5.88
Epoch 37 sem 0.68 0.84 0.7757 time 5.76
Epoch 38 sem 0.67 0.85 0.7793 time 5.59
Epoch 39 sem 0.66 0.85 0.7807 time 5.68
Epoch 40 sem 0.63 0.86 0.7811 time 5.40
Epoch 41 sem 0.64 0.85 0.7821 time 5.63
Epoch 42 sem 0.63 0.86 0.7814 time 5.71
Epoch 43 sem 0.61 0.87 0.7832 time 5.57
Epoch 44 sem 0.62 0.86 0.7825 time 5.65
Epoch 45 sem 0.62 0.86 0.7818 time 5.91
Epoch 46 sem 0.60 0.87 0.7861 time 5.57
Epoch 47 sem 0.59 0.87 0.7846 time 6.31
Epoch 48 sem 0.59 0.87 0.7861 time 5.73
Epoch 49 sem 0.57 0.87 0.7886 time 5.74
Epoch 50 sem 0.57 0.87 0.7854 time 6.28
Epoch 51 sem 0.57 0.88 0.7818 time 5.69
Epoch 52 sem 0.56 0.88 0.7871 time 5.81
Epoch 53 sem 0.55 0.88 0.7854 time 5.76
Epoch 54 sem 0.54 0.88 0.7864 time 5.76
Epoch 55 sem 0.54 0.89 0.7889 time 5.65
Epoch 56 sem 0.53 0.88 0.7918 time 6.60
Epoch 57 sem 0.54 0.89 0.7904 time 6.55
Epoch 58 sem 0.52 0.89 0.7946 time 5.65
Epoch 59 sem 0.52 0.89 0.7836 time 6.76
Epoch 60 sem 0.52 0.89 0.7900 time 5.72
Epoch 61 sem 0.50 0.90 0.7918 time 5.70
Epoch 62 sem 0.51 0.90 0.7875 time 5.51
Epoch 63 sem 0.50 0.89 0.7907 time 5.62
Epoch 64 sem 0.49 0.90 0.7868 time 5.73
Epoch 65 sem 0.49 0.90 0.7857 time 5.63
Epoch 66 sem 0.48 0.90 0.7900 time 5.73
Epoch 67 sem 0.47 0.90 0.7918 time 5.71
Epoch 68 sem 0.47 0.90 0.7893 time 5.73
Epoch 69 sem 0.47 0.90 0.7961 time 5.64
Epoch 70 sem 0.46 0.91 0.7907 time 6.17
Epoch 71 sem 0.46 0.91 0.7864 time 5.51
Epoch 72 sem 0.47 0.91 0.7904 time 5.58
Epoch 73 sem 0.46 0.91 0.7886 time 5.73
Epoch 74 sem 0.46 0.91 0.7918 time 5.81
Epoch 75 sem 0.45 0.91 0.7904 time 5.64
Epoch 76 sem 0.45 0.91 0.7904 time 5.71
Epoch 77 sem 0.45 0.91 0.7911 time 5.61
Epoch 78 sem 0.45 0.91 0.7879 time 5.89
Epoch 79 sem 0.43 0.92 0.7868 time 5.71
Epoch 80 sem 0.43 0.92 0.7864 time 5.66
Epoch 81 sem 0.43 0.91 0.7889 time 5.63
Epoch 82 sem 0.44 0.91 0.7861 time 5.76
Epoch 83 sem 0.42 0.92 0.7843 time 5.52
Epoch 84 sem 0.42 0.92 0.7879 time 5.85
Epoch 85 sem 0.42 0.92 0.7879 time 5.64
Epoch 86 sem 0.42 0.92 0.7836 time 5.73
Epoch 87 sem 0.42 0.92 0.7850 time 5.51
Epoch 88 sem 0.41 0.92 0.7857 time 5.70
Epoch 89 sem 0.41 0.92 0.7843 time 5.61
Epoch 90 sem 0.41 0.92 0.7846 time 5.78
Epoch 91 sem 0.41 0.92 0.7829 time 5.74
Epoch 92 sem 0.40 0.92 0.7886 time 5.61
Epoch 93 sem 0.40 0.92 0.7889 time 5.75
Epoch 94 sem 0.40 0.92 0.7907 time 5.63
Epoch 95 sem 0.40 0.92 0.7857 time 5.69
Epoch 96 sem 0.40 0.93 0.7911 time 5.77
Epoch 97 sem 0.39 0.93 0.7886 time 5.74
Epoch 98 sem 0.40 0.93 0.7868 time 5.69
Epoch 99 sem 0.40 0.93 0.7882 time 5.57
Epoch 100 sem 0.39 0.93 0.7832 time 5.66
Epoch 101 sem 0.39 0.92 0.7846 time 5.74
Epoch 102 sem 0.39 0.93 0.7846 time 5.58
Epoch 103 sem 0.38 0.93 0.7854 time 5.58
Epoch 104 sem 0.38 0.93 0.7861 time 5.45
Epoch 105 sem 0.37 0.93 0.7839 time 5.70
Epoch 106 sem 0.36 0.94 0.7839 time 5.60
Epoch 107 sem 0.37 0.93 0.7900 time 5.65
Epoch 108 sem 0.36 0.93 0.7879 time 5.62
Epoch 109 sem 0.37 0.94 0.7875 time 5.69
Epoch 110 sem 0.37 0.93 0.7875 time 5.68
Epoch 111 sem 0.37 0.93 0.7893 time 5.79
Epoch 112 sem 0.36 0.93 0.7900 time 5.85
Epoch 113 sem 0.36 0.94 0.7907 time 5.53
Epoch 114 sem 0.36 0.93 0.7939 time 5.89
Epoch 115 sem 0.37 0.94 0.7839 time 5.67
Epoch 116 sem 0.36 0.94 0.7875 time 5.81
Epoch 117 sem 0.36 0.93 0.7896 time 5.63
Epoch 118 sem 0.36 0.93 0.7879 time 5.71
